asin, yr, month, rating, yeshelpfulnessvotes, totalhelpfulnessvotes, wordcount, summaryreview, fullreview
B000PLUZL8,2012,7,5.0,6,6,323,"Simply works","Background:  I have what the doctors call ""problem"" skin.  I have active acne, acne scars, sun damage, and the beginning of some not-so-fine lines.  In short, I have a hate-hate relationship with my skin.  Like many people, I have truly tried every product out there.  Prescription, over the counter, every acid you can think of.  This is one of the best ""over the counter"" product I have ever used.		Now, keep in mind it is not a miracle worker.  Salicylic acid has been used for years to ""exfoliate"" the skin, that is, to increase cell turnover.  The great thing about this product is its potency, but that also means it will sting like the dickens.		I have also seen a lot of misinformation out there about how often this can be used.  The truth is, you can use this every day (the company itself will tell you this).  It is not actually a peel.  Your skin may peel a little bit after the first couple of times using it, but for the most part there will not be visible peeling (unless you have incredibly sensitive skin and/or have never used an exfoliant. Like, ever).		Additionally, I am one of the people who don't wash this product off.  It will absolutely self-neutralize after anywhere from 5-10 minutes.		Finally, I hate when people tell you that some skin product is a miracle worker after just one use.  Nothing will change your skin after one use.  But when used consistently, this is a great product to increase cellular turnover, which will keep your pores more clear and will reduce inflammation.  This means that you are likely to see lesser breakouts after extended use.  And, salicylic is the only acid that can be used, rather is encouraged to be used prior to other, stronger peels.  Considering how expensive most products are with salicylic acid, I think this is a great deal and can totally work for you."
B000PLUZL8,2012,7,5.0,6,6,345,"Excellent product","This is one of the best products I have ever purchased. I am over 40 and have been out in the sun a lot through the years. I've been trying different products to try to counter the effects of aging. I have spent a lot of money and, ironically, this product (which is by far the least expensive) has done the most to improve my skin's appearance.		I was hesistant to purchase this but it got such good reviews that I decided to give it a try. I know that some of the reviewers let it burn their face and then let it heal which almost made me not purchase the item. First, I have sensitive skin so I was worried about what it would do to me. Also, I work every day and cannot be in hiding for a few days while my face heals. However, when I got the bottle and read the instructions, they specifically say to not leave it on until your face burns. It recommends starting out with leaving it on for one minute and then only doing it once per week, increasing your time up to eight minutes. I did that and increased by one minute per week. I did learn to only wash my face by hand before I apply the peel; when I use a Clarisonic first, it makes my face too sensitive and I start to burn.		When I first started using this, my acne (which didn't even develop until I turned 35) got worse but now I have not had a blemish in months. The real improvements this peel provides don't show immediately but come after using the product consistently for a few weeks. I have had many people ask what I am doing and I tell everyone about this. It has really improved my skin. I am now ready to increase to the 30% solution.		I really do recommend reading and adhering to the instructions that come with the bottle. I think that is the safest and most effective way to use this product."
B000PLUZL8,2012,5,5.0,6,6,251,"I've tried it all","And this is it!!  The end of the quest to rid myself of acne!!		For years, I suffered from adult onset acne.  Huge, cystic pimples that I would try to pop and nothing would come out.  I had scarred my face and still the pimples kept coming.  Then I got a Mirena IUD, and that makes your acne WORSE!!!		I tried antibacterial soap, more moisturizer, less moisturizer, sulphur soap, no soap, every facewash on the shelf. I was starting to get so depressed and embarrassed of my acne.  I was going through concealer at a rapid rate.  On top of the acne, my skin was red around my nose and my mouth.  I had horribly uneven skin tone to boot!!		I finally bit the bullet and tried this.  The first 2 applications, I didn't see much of a result, but by the third, WOW WOW WOW.  People at work started to notice, my sister saw a picture and was amazed.  I can't stop looking at my face!		I only use this once a week and I also started using Jojoba oil as a moisturizer, which you would think is a bad idea for acne prone skin, but it's another miracle worker.		I know you're probably nervous you'll damage your face.  It's easy and you just start off slow.  I'll even use this as a spot treatment.  I had a pimple on my neck the other day and I just dabbed a bit on and in an hour, the pimple was gone!!"
B000PLUZL8,2012,3,5.0,6,6,739,"If I could give it 10 stars I would!!!","I have been looking for some kind of miracle to clear up old acne scars on my back and to even out skin tone, reduce pores on my tzone, and clear up a few acne marks on my face and I have FINALLY found it!!!!!!!		I bought this stuff with a little bit of trepidation, but after reading many reviews and deciding to give it a go as my last resort before heading to the dermatologist I couldn't be any happier! I decided not to buy the toner or witch hazel, seemed like a waste of money when it clearly states that you can just use water to neutralize the peel and rubbing alcohol to clean the area prior to the peel. I did however splurge and buy 100% natural Argan oil as a recommendation from another reviewer, and since Argan oil has so many more added benefits for your skin I decided why not take something good and make it better? and yet again it was a good choice!		this is the argan oil I purchased,		http://www.amazon.com/Slice-Nature%C2%A9-Virgin-Argan-pressed/dp/B001PEZAHI/ref=sr_1_1?s=beauty&ie=UTF8&qid=1335537002&sr=1-1		The other reviewer had given a link to a different brand which was quite a bit more pricier and I so I looked around for something a little easier on the pocketbook and still natural oil with high reviews.		I did the peel for the first time last night. I started by wiping down the area with rubbing alcohol, then I used an old clean concealer brush (you can also go to your local craft store and buy a cheap art brush in a size 10 or so or a fan brush.) Then I added the peel to the areas I wanted to correct (Note I did not put it on my entire face) I added it to my T-zone, chin, nose, part of my forehead and part of my cheeks. I then also added the peel to sections on my back that had acne scars and healing acne spots. It was much more tolerable on my back and not too uncomfortable, I left that on for about 6-8 minutes. My face was much more sensitive and I started with a slight itchy tingly feel and progressed to a moderate burn. I tolerated that for about 3-5 minutes. I then used cool water and nothing else and scrubbed my face using only my hands and within 30 seconds I found relief from the burn.		After the peel I added the argan oil all over my face and back and rubbed it in real well. My skin felt extremely soft and relaxed after this. This morning the redness from recent acne is almost gone, the acne scars has been slightly minimized, my pores have shrunk drastically, I have no more bumps or uneven skin, the skin tone has evened out, and my skin is baby soft. I feel beautiful :-))) I went to work this morning with minimal make-up and it feels absolutely wonderful, I touch my face in amazement. I feel like a peeled off several years of skin!		HIGHLY HIGHLY HIGHLY RECOMMEND THIS PRODUCT!!!!!! (with the use of argan oil)		(I also added a picture from this morning, the day after of the peel. I did not take a before picture and I regret doing so now, but understand when I took pictures of my face I would ALWAYS photo edit out the blemishes and soften the focus to even my skin tone so I wouldn't look like a walking dead person before anyone would ever view the picture. I'm the girl with the long brown hair and bangs)		*UPDATE* I DID go to the dermatologist to help prevent new acne, which I learned I have cystic acne, plus OCD on picking at it. I started taking Minocylcine and that has improved my skin dramatically, along with still using this product as well as tea tree oil I had my acne down to just minimal dark spots. The bumps and larger nastier looking stuff was about gone. I was hoping to soon see a decrease in dark spots, however I became pregnant and had to discontinue my entire regime. Months later the horror of bad back acne started to resurface and began creating new scars, so I don't know what the progress could have potentially been. Once the baby is born and I can continue back on the medication and gel I will restart and see what happens from there."
B000PLUZL8,2011,8,2.0,6,6,129,"Didn't work for me!","After reading all kinds of glowing reviews for this product, I was eager to try it!  I followed the instructions carefully, using it about once a week and starting with just one minute of time on my skin, and gradually working my way up to about 7 minutes.		I have some minor acne, and a problem with clogged pores, but unfortunately this product did not seem to clear my skin at all, even after several months of use.		PROS:  Very clear instructions, cheap enough that even though it didn't work for me, I don't feel like I got ripped off!		CONS: BURNS when you rinse it off, causes some redness, and DIDN'T clear my acne.		Bottom line - it didn't work for me, but it was worth a try!"
B000PLUZL8,2011,3,5.0,6,6,222,"Helps with Hypertrophic Scars and Acne Scars","This stuff works fast. I wish I had tried this a long time ago. I am African American and I have been struggling with a hypertrophic on my face for a couple years. After doing massive research, I decide to use a derma-roller, super cop 2x, and salicylic acid peels on the scar. I started out with a 5% salicylic acid cream, then I moved up to this 20% peel. Every few day, a layer would peel off, and the scar is almost totally flat now. Using the copper along with it (peel in the morning, copper 2x at night), the scar has become much more like the normal surrounding skin. I decided to leave this review for anyone out there who is struggling with a hypertrophic scar and doesn't know what to do. I searched for the last two years and nobody had a real answer for what African Americans can do for this type of scar beside laser treatment, which is very expensive. 2-3 months of derma roller plus copper at night, and a gentle peel every other morning, can literally remodel the scar and allow you to rebuild more normal, healthy skin in place of it. Copper is crucial because it helps prevent the skin from re-forming the type of abnormal scar tissue that is typical in hypertrophic scars."
B000PLUZL8,2010,11,4.0,6,6,292,"Seeing some results","I decided to try this salicylic acid gel peel because although I mostly have scarring from old pimples all over my forehead, I also have occasional breakouts of two or three in random places on my face. This stuff seems to be working, and I've only been using it for a little under 2 weeks. My old scars are lighter, and the pimples that occasionally pop up dry out pretty quickly. Also, my skin doesn't feel super tight or dry after I use it as long as I apply a moisturizer. With Murad, no matter how much moisturizer I used, I still felt ""creaky."" My only complaints are the peeling skin and the sting factor when applied (although based on other reviews, these were expected).		Also, please note that as other reviewers have said, you will SEEM to break out more when using this for the first few times. But it is simply ""under-the-skin"" pimples coming to the surface. For over three months I have had a small patch of bumps on the left side of my face that were definitely pimples but never came to a head. After using this peel 3 times (once every other day), I suddenly have white heads on that side! Sounds gross, but NOW they'll dry up, pop, and go away, rather than sitting under my skin like glorified goosebumps. :D I couldn't be happier.		Tips for this product:	1. Test out how often to use this for yourself (I use it every other day unless my skin gets too peely)	2. Moisturize! Moisturize! Moisturize! It would be good to get a face moisturizer with aloe, because it may irritate your skin at first.	3. Have patience. It may look bad at first, but keep going!"
B000PLUZL8,2010,6,5.0,6,6,384,"The Adult Acne Miracle Cure","I have never been so pleased with a product in my life. I feel like I've finally found the secret to amazing skin (sorry for sounding like an infomercial). I am 25 years old and in the past year or so after never really having severe acne all my life, I developed severe cystic adult acne. No matter what I did it would not go away. I can't tell you how many thousands of dollars I've spent on beauty products at your usual beauty store claiming to get rid of adult acne. Tried various medications, everything. THIS STUFF IS ONLY $18 and it's been AMAZING. To get my skin used to it initially (be warned, I don't really know the correct usage of this stuff but this is how I did it), I applied it every three days starting at a minute and increasing by one minute every three days it was applied, working my way up to eight minutes. I noticed very minimal peeling, but my skin improved drastically, even not being at the eight minute mark. Two days ago, I finally made it up to eight minutes, and my skin is peeling significantly today! Not enough where someone could really notice, unless they stood directly in front of me. I am excited because I see amazing new skin emerging underneath, and at this point since I only have acne scars left, I am hoping to see them fade over time. I will continue to do eight minute peels once a week and see what happens. As far as the burning goes, it wasn't as bad as I had expected based on the other reviews I'd read here. It feels more hot than anything else. I actually find putting my face in front of a fan more irritating than without. But maybe I'm just the exception. I will warn you though.. if you get cold sores, do not apply this stuff on the areas you've gotten cold sores.. you WILL get new ones if you do. I learned the hard way. But I've since avoided the area and I seem to be doing fine so far!		I've never reviewed anything on Amazon before, but this stuff was just too good not to say something about it. BUY THIS! YOU WILL NOT BE DISAPPOINTED!"
B000PLUZL8,2009,0,5.0,6,6,85,"Great buy!","This is a great peel.  It has never burned my skin & I use it as a spot treatment.  I dot it on my blemishes & leave it on for 3-7 minutes & then I apply my skin lotion on top of my entire face.  It has really made an improvement in my skin.  I can honestly say that it clears blemishes fast!  I have tried many, many products to clear my skin & nothing has worked as well as this!  You won't be disappointed."
B000PLUZL8,2010,9,3.0,6,7,190,"Not So Amazing For Papular Acne","I was really excited to use this product due to the high reviews.  So far so good but to be honest ive used it maybe 4-5 times and I cant see a big difference. I have mild papular acne and I think this product would benefit those who have pustule acne alot better since that lays on the surface as opposed to underneath the skin like mine.  I am taking Minocycline and just started so hopefully this peel will help with the red marks left behind.	As far as the peel on your face, yes it does sting but its managable!  I leave it on for 2 mins max. then add cold water for a mintue.  I have a combo skin type but more on the dry side so I do experience flaking of the skin.  Use an spf most definitley!	Overall: I would say to give it a try and see for yourself since its much more cost efficient then going to spas as I have in the past!It does make ur skin feel nice and smooth but the peeling part sucks.  Hope I can see some results soon!"
B000PLUZL8,2010,8,4.0,6,7,255,"It's made a difference","I am African American with very oil skin and hyperpigmentation left from using Proactive serveral years ago. My scars are primarily on my cheeks & a few on my forehead. After meeting with an esthetician who suggested I spend $980 on Obagi & an additional $500 on chemical peels, I thought I'd try this peel first. I also purchased the Glycolic peel which I've only used a few times and Kiss My Face Pore Shrink which I've tried and love. I no longer have reoccuring breakouts on my cheeks & forehead. My skin tone has improved significantly. Previously I had raised bumps (that hurt when inflamed) on both my cheeks. These bumps would go from inflamed to non-inflamed, but pretty much never healed or went away; they are gone. I apply a baking soda/water mixture to my face to deactivate the acid. I cleanse with African Black Soap & add a few drops of Jojoba Oil to my face while cleansing w/the black soap. Jojoba oil is a great moisturizer that actually penatrates my skin. After researching I learned my skin is oily b/c it is over compensating for dryness. The Jojoba Oil has balanced my nautral sebum (oil) production. In adddition to topical changes, I've completed a 5 day liquid only cleanse, twice in the last year. I've implemented Zinc Supplements & Flaxseed (fresh ground or oil I go back & forth) which is really good for your skin as well. These things have worked wonders for me. I am pleased with the product."
B000PLUZL8,2009,5,5.0,8,10,179,"Amazing Results","This product is absolutely amazing! I have mild-moderate acne. I always tend to break out in phases. And I hate those dark spots/scars that appear after my acne has disappeared! Usually it takes many weeks/months for those marks to fade!! I have tried numerous products that are supposed to fade those marks (such as Acne Free fade gel, Neutrogena, even prescription cream), but none have worked as well as this Salicylic acid gel peel!!! I received this item about a week ago, and my marks are almost completely gone. Some of the reviews state it takes a while, and I think it totally depends on the severity of acne and scars. I do not think this will get rid of major scars that cause indentations on the skin, but it definitely works to fade those dark marks. I leave it one for about 5-10 minutes morning and night, and follow up with a thick moisturizer/night cream--since it makes me dry out a bit. I am almost at the point where I don't need concealer anymore! Definitely worth the buy!"
B000PLUZL8,2013,0,5.0,3,3,310,"Lives up to the hype!","I am a 21 year old female (using my boyfriends's Amazon account, of course) with stress-induced acne and plugged pores on the nose and chin, as well as unevenness under nostrils and acne scarring on either side of my chin. I just got done using this peel, following top commenter Elane's steps 1 - 8. I very highly recommend using her steps for the use of this product, as it will greatly help with the pain.		Before anything, I washed my face with a bar of witch hazel soap in the shower, then I poured a pot of boiling water into my bathroom sink and steamed my face for five minutes. I then applied a lavender witch hazel toner generously and waited for that to dry. Once the toner had absorbed, I took a cotton ball and quickly applied the salicylic acid (don't get too close to the sensitive areas underneath your eyes!) and was able to leave it on for the maximum time of 8 minutes by sticking my head in the freezer...I wish I were kidding. This stuff is intense. Do be sure to rinse with cold water for a minute and then use a baking soda/water paste to VERY GENTLY wash your face.		If it weren't for the freezer and baking soda cheats, I'm not sure how I would have gotten through this treatment. Had I not resorted to sticking my head in the freezer, I would have only lasted about a minute. As I'm typing this comment, I have on a raw honey/coconut oil mask (1/2 teaspoon of each) which I plan to leave on for 30 minutes. After rinsing off, I plan to apply a mix of my usual moisturizers which include lavender oil, argan oil, and olive oil (one drop of each). I will continue using this treatment, and highly recommend it so far."
B000PLUZL8,2012,9,3.0,3,3,268,"DON'T USE FOR TOO LONG!","1st day: I dabbed some on my cheeks and nose with a cotton swab, left it on for about 4 minutes. IT BURNED A LOT. I felt like Bane when Batman tried pulling his mask off (I'm exagggerating, it wasn't that bad, but it wasn't a fun 4 minutes). After submerging my face in water, I noticed some white frosting (not the donut kind, the dead skin kind, unless you're into dead skin-iced donuts, in which case, eww) on my cheeks.		2nd day: Wanting results fast (and wanting the frosting to go away), I dabbed some on my face again, left it on for about 8 minutes. I would compare the pain to the feeling you get when your older brother gets a better toy in his happy meal... seriously, it stings for all 8 minutes. After liberally applying water, I noticed my skin was a lot darker/redder.		3rd day: Peeling. So much peeling. If I were an orange, I'd be naked. So much dead skin came off my face. As the skin peeled off, my face was very soft and sensitive.		At this point, do NOT put more on, wait a few days... or maybe even a week. You should NOT use this every day, your face needs time to recover. Also, do NOT put it on for more than 4 minutes or so, you WILL get dark patches of skin.		TL;DR- if you use it more than once every 3-4 days, you will get dark patches on skin. don't use it before any social events. use it sparingly, and moderately, and you will get good results."
B000PLUZL8,2012,8,5.0,3,3,531,"satisfied - using for rosacea and sun spots","I've been using this for about 6 months and find it to be ok on melasma and sun spots, but surprisingly good on my rosacea.  I was diagnosed with rosacea 8 years ago and used Finacea for several years.  I developed melasma about 5 years ago and tried TriLuma cream for a year or so, but it never did much for me.  I stopped going to the dermatologist a few years ago and have been trying to treat my skin problems on my own.  I bought this product hoping that it would help fade my sun spots and melasma, which is mainly on my forehead and under my eyes.  I used to have rosacea outbreaks at least a few times a week, which consisted mainly of redness and flushing.  I had persistent redness and splotchiness on my cheeks and one red spot from rosacea on my nose that the dermatologist told me was permanent.		The first few times I used this peel I was only able to tolerate it for a minute total.  I'd start on my forehead and do my cheeks last.  It burned so badly that my eyes teared up, and after I washed my face, my skin was left very flushed.  But by the next day my skin was back to normal.  I used this once a week for a few weeks and noticed that my rosacea outbreaks stopped completely.  Even using Finacea twice a day I'd have flare ups occasionally, was very surprised that it stopped entirely with this peel.		I used this peel once a week for about six weeks, then cut back and only applied it every few weeks.  I started getting rosacea flare ups a month ago and realized that I hadn't used this peel for several weeks, so I started up again and the flare ups stopped.  I put it on my forehead first, then wait 2-3 minutes to apply to the rest of my face.  I can tolerate it for 2-3 minutes now on my cheeks, and have no redness afterward.  It has faded the darkness on my forehead and the splotchiness on my cheeks, but very slowly.  I didn't notice any fading at all until very recently.  I look in the mirror now and often don't see any of my horrible rosacea splotchiness at all.  Maybe a more aggressive dermatologist would have done some sort of treatments to fade my redness, but my doctor was very nonchalant about my skin, told me that I was basically stuck with the redness.  I used a green tinted powder to tone down the redness, but thought that I was going to have to live with it the rest of my life.  This peel has done more for my rosacea than Finacea, TriLuma cream and all those trips to the dermatologist.  My bottle is almost empty and I will definitely buy more.		My skin is very sensitive to sunscreen, and it's important to apply sunscreen after using this peel.  Neutragena and Aveeno can burn my skin, so I normally use Vanicream sunscreen after this peel.  It can be heavy otherwise, but my skin is dry after the peel and the Vanicream works well for me."
B000PLUZL8,2012,8,5.0,3,3,168,"The best acne control","I am a 44 year old mom and grandmother who still had to deal with acne...It WAS terrible. I have tried various regimens that worked to some degree but never always or consistently until now. I love using the Salicylic Acid Gel Peel. I use it once a week followed the next day by either a <a href=""http://www.amazon.com/gp/product/B001THWULA"">Glycolic Acid 50% Gel Peel, 100ml</a> or <a href=""http://www.amazon.com/gp/product/B000PNXBU8"">Lactic Acid 50% Gel Peel, 30ml (Professional)</a>. After doing this for three weeks I began to notice that I was not breaking out anymore, AT ALL! I have continued to use this regimen with magnificent results with no acne, much fewer and smaller blackheads, and my skin tone is so smooth and even. I have given up on foundation all together because I love the way my skin looks. I use <a href=""http://www.amazon.com/gp/product/B002NBJAWI"">Physicians Formula Tinted Moisturizer SPF-15, Fair to Light 1122 1 fl oz (30 ml)</a> and a translucent face powder and I get compliments on my skin which use to never happen."
B000PLUZL8,2012,6,1.0,3,3,116,"Not for the faint-hearted","I've never really thought of myself as having sensitive skin, but this peel HURT. The burning was tough to handle, so I would only leave it on for about 2 minutes each time. (The directions say to start off with 1 minute at a time so it's not like I put on an inadequate amount.)	 I used this product for 5 weeks, once a week, and didn't see much of a difference in my skin. Perhaps the people giving this 5 stars are putting it on more frequently and for longer, but they have extraordinary tolerance (or fried facial nerves.)  I have now stopped using the peel, and there hasn't been any change. What a flop."
B000PLUZL8,2012,5,5.0,3,3,391,"Slow and steady improvement","Anyone who has acne should give this a shot. It sounds kinda scary but isn't. My skin was a complete wreck because I tried out the Oil Cleansing Method. I won't go into details because you can find out more about it on other sites. I expected some purging but it seemed to bring out 30 years worth of gunk onto my face. Every single pore was clogged and I had huge pimples and marks galore. I even persisted with the cleansing hoping it would clear up but no such luck. I was just one of the unlucky few who couldn't get it to work.	So in desperation I bought the salicylic acid. I followed the instructions closely, 1 minute for the first time and gradually increasing until 8 minutes every application. I used it every five days. It stings every single time! It feels as if there are a 100 ants biting the face. I also used a fan to blow my face because other reviewers suggested it and it does seem to help. After the time is up, I wash my face with water and use some baking soda.	After 12 applications, while I still have some scattered spots, the improvement is amazing, considering how bad my skin was. Most of the clogging is gone, I don't feel the little bumps under my skin any more and my skin is much smoother. A lot of the marks have faded as well. So I have hope that my skin will continue improving.	The side effects were manageable. I've used Renova in the past and this acid doesn't give me the same sensitive feeling I have on the skin. When I apply other things on my face such as sunblock, my skin doesn't sting compared to using the retinoid. There's usually some mild scabbing and peeling on the third day of using the acid, but the skin comes off cleanly. When using Renova or other retinoids, my skin would have dry, flaking patches which were more unsightly. At the beginning, it was a bit alarming because I had dark brown patches but after the ""burnt"" bits came off, the skin underneath was smooth.	Aftercare is also important, every day I put sunblock and after using the acid I put some oil, usually argan or tamanu.	I'm glad I tried this out."
B000PLUZL8,2012,4,2.0,3,3,175,"Be Careful with this","I used this product exactly as instructed when it came. I used for about a month with applications every 4 days. I Liked the effects from the initial couple of peels. Then like others I broke out with painful cystic acne after the 3rd peel. I wanted to muscle through this period reading that this will clear up eventually and I would have pushed through this period, however, I ended up having a disturbing side effect from this peel. Now, not only do I have acne scars, acne and clogged poors on the left side of my face (this is my only problem area for some reason) I now have a white spot of discoloration. I beleive this occured b/c I went into the sun a few days after a peel for only about 10 mins without sun block. I felt it wasn't worth the side effects to continue. I'm not sure when this discoloration will get back to normal, but it's been 2 months and I think it will be here to stay :("
B000PLUZL8,2012,11,4.0,0,0,115,"SALICYLIC ACID PEEL - JURY STILL OUT","Bought this peel to see if it would remove or reduce sun spots on my facial cheeks.  I have been using the OTC spot remover with some success but it takes continuous use of 30 or more days.  I've only used this item once so the jury is still out.  However, at the first try, I felt a burning sensation right after application.  I'd suggest following the guidelines as suggested in the directions:  not leave on for more than 8 minutes although I think that would be much too long a time.  I removed it within 1 minute of application which required lots of rinsing off with water and followed with a soothing face cream."
B000PLUZL8,2012,11,5.0,0,0,137,Amazing!,"I have so many great things to say about this product! I will just give you a few things that I've learned though. Do not leave this on for very long the first few times you use it, it will burn your skin.Build up to the 8 minute max. Be careful around this skin near your eyes. Use a good moisturizer afterwards.I know that sounds crazy, especially when you've been use to keeping your skin free of anything like that. I use neutrogena wrinkle repair, it is not greasy and leaves just the right amount of moisturizer without leaving my oily skin feeling greasy. My skin has a whole new look and feel after decades of severe acne. I use it often times when noticing a new pimple or cyst forming, applying a dab with a q-tip."
B000PLUZL8,2012,11,4.0,0,0,85,"Great product","This is the first time I bought a salicylc acid and I wasn't sure what the effect is going to be look like when I put them.	It was really hurt when I put them, in the next day my skin was start feeling a little bit also I had a dry skin so I put some olive oil or vitamin E oil on it. but after 3days I can see that some of my acne scar feed out ^^ I will continue this product"
B000PLUZL8,2012,11,5.0,0,0,25,"Salicyclic Acid 20% Gel Peel","The Salicyclic Acid 20% Gel Peel, is great for somewhat sensitive skin.  With subsequent use any skin problems you may have [acne, pigmentation,roughness] totally disappears."
B000PLUZL8,2012,10,3.0,0,0,62,"Is it 20% as advertised?","I have had to use this product more frequently than the instructions in order to achieve desired effect. I is just beginning to work, and I wonder if it is truly 20%, or if it possibly my skin. I am using it for age spots and I noticed that these spots seem to be &#34;thicker&#34; than other unaffected areas of my face."
B000PLUZL8,2012,10,4.0,0,0,69,"Great product but must be used with caution","I would have given this product 5 stars for the formula but I only gave it 4 because this really should be a medical grade product to be applied by a professional. For those with sensitive skin, it will make you feel like your skin is on fire!!	Even when you wash it off, the stinging lingers. Be cautions and extremely careful if you choose to use this product."
B000PLUZL8,2012,9,4.0,0,0,249,"I have seen some improvement.","The first time I tried this it burned like hell, and I think I have a good tolerance to pain. It definitely takes a few times to build up a tolerance to this product.  The first time I tried it I put it all over my face, and the sides of my nose were raw and peeling really bad by the next day.  The next time I just did it on the spots where the acne scars were and that seemed to work a lot better for me.  After a couple of days I was looking in the mirror and one of the scars literally disappeared in front of me. I saw a dry piece of skin ready to fall off and it peeled right off along with the scar.  That was enough for me to keep using this product.  It does dry your face out, but that's the whole point. I have gone through a ton of moisturizer while using this product but it's totally worth it. Probably not for everyone, but it worked for me and I'm very happy.  I also purchased the skin PH balancer which feels awesome after rinsing off the peel. I'm Hispanic and have medium to dark skin so I tend to get really dark scars, especially around my mouth, chin, and jaw line. This really minimized that.  Sunscreen also does wonders.  You have to used it everyday, especially when you're using a chemical peel.  Good luck to all using this product. :)"
B000PLUZL8,2012,9,5.0,0,0,196,"Better than Professional Peels","I have really bad sun damage on my chest which was made worse by my dermatologist freezing off rough spots.  Where my dermatologist had done her work the skin is completely white and makes my dark spots look worse.  Basically my chest looked like I had been in an awful fire.  A plastic surgeon gave me laser treatments which worked but each treatment cost $300 and would lighten an area about the size of the dime.  At that rate I would be spending $30,000 on my chest!  I have been using the Salicylic Acid for about 6 weeks now.  I clean my chest with alcohol first and then dab it all over my chest. I leave it on for about 10 minutes and then rinse it off with cold water. My chest is still not perfect by it certainly has made a huge difference.  The dark spots are definitely lighter and the contrast between the light and dark areas in considerably less noticeable. I plan on ordering more and continuing the therapy.  I have high hopes that this product will continue working and that I will be able to wear something other than turtlenecks all winter!"
B000PLUZL8,2012,9,4.0,0,0,161,"I have a comment and a question, if anyone can help!","First, let me say, that I have acne (pink/red) marks on my skin from pimples. After using this product, I notice them getting ligher! which is great. My face (except for maybe my cheeck-bones) feels ok with this product on, especially my forehead and neck. It's a little sensitive on my cheecks and definitely near my eyes.		My question is, for the first time yesterday, I applied this under my eyes with a Q-tip on my fine lines and had to remove it immediately (about or less than a minute). My skin under my eyes were slightly pink and my fine lines now look like wrinkles!!		My questions are:		Will this go away? my fine lines are prominent	and when I use this prduct, should I continue using it under my eyes or no?		I get that this product is good for acne scars and pimple prevention, but I was also hoping it was good for fine line removal.		Thank You."
B000PLUZL8,2012,9,5.0,0,0,60,"Gel Peel","Had a few small round brown spots on my face. One of those things that happens when you get old. I put a small spot of this stuff on each one and it burns. Washed this off after about ten minutes. Tried this three times so far, it looks like it will take a week or two but will work."
B000PLUZL8,2012,0,5.0,1,1,52,"Works great for me..","For the first few times it burns alot. But you'll get use to it.	I would not recommend using this on like the day before going out. Because there is alot of skin that comes out. Try use it like 2 days before going out so there isnt as much flaky skin."
B000PLUZL8,2012,0,5.0,1,1,174,"Perfect peel if used correctly","This stuff is potent and works well.  I have sensitive acne prone skin and after having a baby, my face exploded in volcanoes. It was so bad that I did not want to go outside.  I have used this peel twice now within a week and my face is starting to heal because all of the junk is getting exfoliated off.  I use this in conjuntion with other homeopathic products because I tried everything under the sun and nothing has worked.  I also take zinc and pantothenic acid pills 2x a day.  Because of the peeling, I also use hyaluronic acid with my moisturizer and sunblock.  Seems to be working like a charm.  Sounds like a lot of stuff, but its still cheaper than paying to see a dermatologist who writes out expensive prescriptions that do not work.  Everyone reacts to treatment for their acne differently so I hope this will help some people! Having volcanoes all over your face is traumatizing so I can empathize with people looking for something that actually works."
B000PLUZL8,2012,0,4.0,1,1,72,"Works great!","This product is very helpful in both acne and acne scars. Yes, it stings but that should be expected. It is the only thing I've tried that has helped me clear up so much. I have acne scars from years and years ago, and it's really helped them fade away. My skin will never be perfect but it is now 100x better than it used to be, all thanks to this product!"
B000PLUZL8,2011,11,5.0,1,1,41,"Immediate results","I tried this salicylic acid peel for the first time, and noticed almost immediate results.  Although I experienced a bit of irritation for about 1hr afterwards, the next morning my skin looked better than ever and my pores were visibly smaller."
B000PLUZL8,2011,11,5.0,1,1,92,"So happy I bought this stuff!","My skin is clear and acne free.  I'm 30 yr old female who has struggled with mild acne since middle school.  I've tried everything from Retin A, proactiv and every over the counter product at CVS. I started using this product a few weeks ago and can already tell a difference.  I use it every other day and leave it on for a few minutes at a time. I haven't experienced any excessive dryness or redness.  No more expensive facials or dermatologist appointments for me! I'm going to keep buying this stuff!!"
B000PLUZL8,2011,10,5.0,1,1,152,"Really great product","I started using this a month ago.  My spots were really looking good and fading away.  I think this is better for spot treatment rather than the whole face.  But I got a really bad breakout due to stress(2nd worst I have ever had, if you click on my profile you can see my pics of it) and just recently had to buy stronger stuff(TCA peel).  I know that I am not an ordinary case though because my skin is really tolerant to peels.  So I will be using this in conjuction with the peel until my skin returns to normal.( I never had breakouts when I was a teen, just started in my 30s).  But armed with both of these products, a good skin regimen, and eating healthy,  I am confident more than I was a year ago that I won't have to hide under a inch of makeup pretty soon."
B000PLUZL8,2011,10,5.0,1,1,88,"Love it!!!","I really love this product.  The company also sent a free sample of another acid peel.  The sample had enough for several applications.  I sure appreciated that because I was curious about it.  But this one has been great.  My dark spots got lighter.  It cleared my acne and I haven't had much of a need for a while.  I got it under control.  My cheeks are a little sensitive so I put it on them a last and a few minutes after the rest of my face."
B000PLUZL8,2011,10,5.0,1,1,50,"very good","First, the bottle will last you much longer than you think, so the price is worth it. Also, I am very happy with it controlling my acne. I still get bad acne the couple of days before my period no medications has ever regulated that, but this helps a lot."
